inventor_first_name,inventor_last_name,inventor_id
Daniel P.,Scharf,8489260-3
Jack,"Oliver, Jr.",D528929-1
Brian,Kobe,5050624-2
Phalguni,Gosh,6432941-3
Emanuel,Klein,10024338-3
Rosa,Casado Portilla,10012061-2
Huat Chye,Lim,7533277-2
Kil J.,Lee,4877140-1
John R.,Buta,4242024-1
John,Repose,4039228-1
Danning,You,9366438-3
James G.,Ballard,10093012-4
Tadayuki,Uematsu,4472597-1
John W.,Hager,5033614-1
Jeffrey D.,Bohn,9474207-1
Derrick J.,Page,4040170-2
Shoutao,Wang,7393601-2
Daniel B.,Phillips,9573000-5
Melissa,LeBaron,D790938-2
Michael E.,Greenberg,8980861-2
Anne Marie,Ryg,7133861-3
Matthew Brian,Hyder,6971978-1
Pailu D.,Wang,5710449-2
Han,Chang,5912326-1
Frank Joseph,Swiezkowski,6648955-1
Dennis,Kowalcyzk,6039468-1
Wuhan Desmond,Cai,9958894-1
Michael,Kuperstein,4461304-1
Marc Andre,De Samber,10026884-2
Eldred E.,Olson,D737002-1
Jo Anne,Kaczmarek,D265752-2
Dean Menchaca,Rivera,7181038-1
Robert J.,McMillen,10068054-3
Samuel K.,Giles,7068151-1
Tracy,Allen,D576000-1
Phillip,Wu,8607380-2
James G.,Coffey,4178060-1
Jacob,Pardo,4687127-1
Mehrnaz,Vafaie,6953004-4
Ninthala,Su,8683614-2
Zhixiu,Han,10080672-3
Marcel T.,Faucher,9604773-3
Ellen,Deutsch,6908224-3
Italo,Elqueta,7946656-4
Jade,Reynolds,D417090-1
Wade J.,Craddock,7445028-2
Lori,Frappier,5192683-3
Gary R.,Herrington,5869945-7
Ricky,Chair,7868842-1
James E.,Bell,8046997-1
Randy Lee,Wanner,5687890-1
Thomas W.,Friedland,5171252-1
Kenneth W.,Luff,7515868-5
Alejandro,Puel,6566969-2
Jacob P.,Doornebos,5420852-5
Thomas A.,"Lada, II",8217260-6
Lisa Ann,Dimitrijevs,6352528-2
Thilo Sascha,Lange,6913889-2
Nenad,Uzelac,9177742-5
Kuang-Cheng,Hu,4502114-2
Gordon R.,Grubert,4852637-1
Khosrow,Eghtesadi,5966302-2
Robert D.,Simoni,5475029-2
Clifford D.,Bridges,D555364-1
Lloyd E.,Webb,4340263-1
Jacob,Penner,D283570-1
Alok K.,Saxena,7145880-1
Douglas P.,Montague,4044660-1
Robert B.,Echols,4179991-1
Siamak,Tavallaei,10032510-3
William B.,Weldin,4660876-1
John F.,Orlandi,3955348-1
Robert N.,Coe,6644680-1
Patrick A.,Whipps,4402776-1
Roger T.,Johnston,7950896-3
Mark,Enright,7221750-2
Tuyen Van,Nguyen,5920484-1
Craig,McFarlane,8063888-1
Patrick,Collins,D643473-1
Barry E,DeMartini,7584649-3
Elbert K.,Mackenzie,6082583-2
Kevin S.,McGinn,4581512-1
John E.,Morris,4827199-2
Alvi,Abuaf,8219471-1
Eric,Mertz,8346439-3
Timothy Robert,Hillman,9557549-3
George,Huisman,7086693-1
Joseph,Bonneau,10102216-6
Edgar W.,Van Sickle,7360487-2
Chinmau J.,Hwang,5098449-1
Maureen D.,Donovan,6348209-7
Vandos,Shedigian,4117579-2
Deepen,Sinha,10096326-2
Keith D.,Miller,10111948-2
David S.,Pfaffenberger,5460035-1
F. Diane,Williams,6350412-1
Yuehua,Yu,7737188-3
John J.,McNamara,6444758-1
Harlan,Hall,6663900-2
Michael J.,Kurantz,5895814-3
Timothy James,Morton,8854576-3
Philip J.,Birbara,5894608-1
Allon I.,Hochbaum,7781317-4
Lawrence F.,White,5101773-1
Matthew,Cooke,7652524-5
Timothy,Wachs,5587582-3
Hubert J.,McFadden,4109980-2
Gabriel C.,Kuklis,8598343-6
David J.,Apirian,8753202-1
Andrew,Tam,4577503-2
George M.,Bates,7983313-6
Jay M.,Baldwin,4801423-3
Joseph P.,Quinn,6927700-1
Juan Fernando,Granada,6679910-1
Kazimierz A.,Bukowski,5867023-2
Jennifer,Kalloo,6948302-2
Robert B.,Frye,3988338-4
Edward A.,Huenniger,4375939-2
Michael M.,Greer,4065995-1
David W.,Van Couvering,5754771-2
Li Hua,Zhu,10104535-2
Alan D.,Edick,D411401-2
William Percy,"Moore, Jr.",3933459-1
Eric,Saperstein,D466941-2
Jinjing,Jiang,10009736-6
Kenneth John,Railey,8260881-3
Nick,Doe,10024776-2
Timothy R.,Langlois,8625840-3
William T.,Lynch,5717939-2
Eric H.,Zanelli,5965787-3
Yongping,Luo,9195651-1
Michael,Galich,9365775-3
Gullu,Gorgun,9969679-4
Robert E.,Cushman,5220147-2
Bruno,Lubbe,4074094-1
Douglas R.,McGuire,4644598-1
Donnie,Martello,7011042-1
Robert,Goodridge,6205760-4
Goro,Otsuka,6183220-3
Anthony G.,Willis,D790283-1
Danny L.,Clark,4703731-1
Amy G.,Tsai,6875423-4
Richard A.,Swanson,4651348-1
Omar Rashid,Ghani,8935961-3
Jerry,Young,7088284-1
Matthew Joseph,Trippel,7014024-2
Earl C.,Gahlinger,4512810-1
Larry,Atkinson,9365389-2
Jeffrey T.,Cheung,4701592-1
Kathy,Moseler,8565729-1
James T.,Bushey,D359247-1
Leroy S.,McChesney,4098348-1
Bolivar,Albainy,4170226-1
Richard A.,Dickson,4595351-1
Evans,Mehew,10043180-1
Philip S.,Hall,7220029-2
Daniel M.,Judge,7077073-1
Jeffrey S.,Gauer,7677519-1
Jeffrey M.,White,7281367-2
Leland Elvis,Watson,5640531-2
James M.,Jamison,10045950-3
Glenn E.,Ross,8606262-1
Qingfeng,He,8510149-1
Thomas R.,Morgan,4162295-2
Charles E.,Plaiss,4022486-1
Paul B.,Simon,4282461-1
Kathy L.,Hagen,6483419-3
Grier,Fleishhauer,6660109-5
Masahito,Yamane,6246720-3
Christina M.,Cole,7950402-1
Dennis J.,Langmack,5669776-3
Edward R.,Chiuminatta,4769201-1
Robert F.,Sanford,3938010-3
Ky,Tang,8615360-1
Robert D.,Love,10013316-4
Rodger E.,Deckrow,4049289-1
Gary,Lascelles,7090911-1
Ernest E.,Godsey,4179172-1
Danny R.,Bell,5176364-1
Robert Alan,Musson,7146340-1
John B.,"Fields, III",4937519-1
Marc,Steinmann,D727465-2
Y. Joseph,Woo,7998129-2
Marian,Locke,D442494-2
Akindele,Olufowoshe,7546881-9
Scott W.,Millar,4552591-1
Clyde H.,Cox,3938434-1
Steven,Benjamin,5965859-4
Michael A.,Powell,9988833-1
Peter,Noyes,10055098-2
Ann,Hoffman,5742233-3
David C.,Carman,5081718-1
Roman B.,Kuc,5577006-1
Brittany A.,Dressler,8583455-2
Frederic W.,Stucklen,5906369-3
Ainslie Thomas,"Young, Jr.",4063754-2
Dean Alan,Opperman,9624893-2
Frank,Poag,4720997-2
Mason,Lu,8067199-3
Hajime,Kakihana,D494663-1
Roger G.,Linington,10080745-2
Glen,Lengacher,D697394-1
Ronald J.,Hickenbottom,7073317-2
Matthew C.,Sucec,7131955-2
Lawrence V.,Brom,4196807-1
Kurt,Bevacqua,8115656-1
Leroy J.,Kloeppner,10040763-5
Brian V.,Sanders,5551409-1
James R.,Sanders,4166482-1
Joseph B.,Ott,3999574-1
Eric,Telljohann,7865429-1
Mark A.,Bolden,D334556-1
David,Schmidt,9221529-1
Robert D.,La Marsh,4602781-1
Nick J.,Maris,D715947-1
Hristos K.,Mantjios,5473231-3
Jim,Stehlik,7244390-2
Ranjit,Abbadasari,9704117-1
Mark,Gelbein,5503252-1
Joel R.,Webster,5431409-1
Andrew,Alvino,8945843-1
Rodrigo,Carrasco,9735579-1
Shweta,Kumar,7795838-3
Candace Lynn,Grant,6423041-1
Brian F.,Baron,5387202-1
William H.,Huggins,3999552-1
Robert S.,"Toms, Jr.",4666215-1
Virgilio,"Abalos, Jr.",8461670-4
John T.,Devine,7801846-1
Don,Frye,9171961-3
David E.,Moomaw,4079542-1
Norm A.,Faiola,5058396-1
T. Phillip,Dean,8036960-1
Ronald Jacob,Smith,7621037-4
Fred,Brackett,5520657-2
Michael D.,Read,D471434-1
John K.,Wittle,4367132-2
Dan R.,Yarbrough,5323490-1
Dong-yoon,Kim,10060743-1
Melvin L.,Hubbard,6609576-1
Michael Kelley,Webb,6758547-3
Thomas L.,Heller,4010922-1
David,Schillereff,6521125-1
David M.,Nau,7437838-1
Randall W.,Smith,9877547-1
Linda S.,Lee,9996844-2
Joseph P.,Boudreaux,7605493-1
Eddie Wai,Pun,8760986-4
Pamela R.,Moore,6345802-1
Freeman,Lockhart,5887379-1
Douglas A.,Ginter,8357129-2
John S.,Bradley,4257735-1
Gilbert K.,"Queitzsch, Jr.",5234014-1
Jeffrey B.,Levy,5145525-3
Lynn,Caldwell,5378113-1
Grady E.,Lee,4553438-4
Fidel,Orona,4043918-1
James Paul,Hendren,9598151-1
Igor,Ilic,7558401-5
Ian,Jester,8064628-5
Leonard A.,Siskin,6733470-3
John Brian,Green,9513274-1
Joseph S.,Chow,10047349-3
William R.,Frame,4258596-2
Mark,van der Pyl,7294224-5
Clifford L.,Jeng,9421103-1
Ralada,Ryer,8332965-1
Donald F.,Kuster,4676705-1
Yun Sang,Kim,9506187-8
Douglas C.,Cook,4672910-1
Sabine Vivian,Kunig,5370122-2
Charles G.,Larsen,4118679-2
Victor,Alston,7516216-2
Robert A.,Holton,4876399-1
Ali,Ahmady,D583066-2
Thomas Edward,Zinn,D489285-1
Don,Chaney,5485816-2
Juan Manuel,Diaz,9752369-2
Klaus W.,Strobel,6553563-3
Xianjun,Zhang,9146547-2
Theodore S.,Swaback,6835191-3
Blair F.,Campbell,5148323-1
Julius,Brown,5574622-1
Masahide,Nonaka,3934046-2
Janusz Jakub,Kudelka,9854038-2
Carl E.,Wise,D334017-2
Brian S.,Fox,8034246-3
Hellen Beatrice,English,D587023-2
John,Batagllia,6302013-1
Norman N.,Abrahams,D258762-2
Elizabeth Jean,Havlin,7963290-1
Christopher L.,Hacker,8118109-1
Dustin B.,Martin,5854298-2
Gang,Lei,6219474-3
Dianne Elizabeth,MacIntyre,9878233-1
Joseph A.,Pufahl,6907837-1
Kevin R.,"Boyle, II",6483469-1
Roger M.,Berg,4317441-1
Clarence C.,Burris,3952612-2
Frank H.,Cooper,4993339-1
Robert T.,Cendrowski,D834074-2
Lori D.,Meiskey,5694558-2
John F.,Seely,5307395-1
Kevin S.,Stevens,6847060-4
John,Feola,5664781-1
Pablo E.,Bregola,D388836-1
Matthew William,Vaughan-Vail,9881003-3
James,Van Huizen,6423036-1
John F.,Gray,D749825-1
Dennis R.,Bloom,5080291-1
Timothy R.,Chavez,7617178-1
Scott A.,Sanders,8052402-1
David E.,West,4915568-1
Brand Lee,Hunt,10031938-4
John E.,Myers,4087698-1
Yeou-Yen,Cheng,6873760-2
Vasilios Vasilios,Daskalopoulos,8001379-1
Brian E.,Grover,5582454-1
Mark A.,Prince,5589449-3
Harry Y.,Liang,7064446-6
Daryl H.,Michaelian,5950862-2
Thomas E.,Kreitler,6695409-1
David A.,Mann,5888245-2
Paul J.,Taylor,3972653-2
Michael Thomas,Rice,10067969-1
Roger E.,Madsen,4511080-1
Robert C.,Sneed,3995355-1
Walter F.,"Filbrich, Jr.",6810218-3
Michael J.,Bertoja,10138706-2
Justin,Gouveia,9243675-3
Brian D.,Joachimsthaler,6976490-1
Jerry,O'Leary,8081424-5
Adarsh Krishnan,Ramasubramonian,10003815-1
Clayton,Hassell,5609332-1
Julius P.,"Averette, Jr.",4010648-2
Elbert E.,Sibert,4398272-1
Leah M.,Zanotti,5084034-1
Darrin P.,Dagrossa,10023008-1
Hans D.,Ohren,7488034-1
Robert A.,Griffin,4478697-2
L. John,"Ozark, Jr.",5494249-1
Graham D.,Bogel,4526513-1
Rolf,Vormbrock,4297238-1
Ravi T.,Singh,5882131-2
Jill R.,Hungerford,8190447-1
John B.,Mason,3963086-1
Robert P.,Kinneary,D260488-1
Jason,Darby,10035257-1
Robert T.,Emerson,4042401-2
Luqun,Tao,7026164-3
Peter R.,"Smullen, Jr.",7900729-1
James D.,Nihart,4345314-2
Robert A.,Rousseau,5971995-1
Roberto,Sanchez,6852146-2
Robert L.,Winje,5381384-1
K. Stephen,Book,8358345-2
Peter Sung-An,Huang,6052456-1
Jocelyn,Poulin,6584615-3
Kevin G.,O'Brien,7243810-1
Dennis S.,Rumps,8282163-4
Mark R.,Nimlos,8637293-5
Daniel J.,Mulally,5163112-2
Jayeson David,Fougner,6278206-3
Ueal D.,Floyd,4375855-1
Kaijen,Hsiao,6751886-4
Sudha,Krishnan,9550826-6
Enrico Luigi,Bocchieri,10096318-1
Mahendra C.,Shah,6557937-1
Clayton E.,Law,6297576-2
Forbes Holten,"Norris, III",7962522-1
Domingo,Vazquez,4423082-4
Jean-Paul,Imbert,6227208-1
William G.,Wetherell,10122662-1
Michael J.,Kowalczyk,D468451-1
Charles A.,Kalbfleisch,5619193-2
Sebastian Daniel,Hassinger,6128655-2
Charles E.,Engstrom,9233733-2
Sammy K.,Mickelson,5549736-4
Jesse L.,Lowdermilk,4567824-3
James W.,Newton,D388425-1
Alan C.,Marshall,3950752-2
Lloyd E.,Meyer,4270111-1
Paul,Sweazey,10061696-3
Venkat,Krovi,5513716-3
Scott,Stickels,10018701-5
Perry Scott,Randall,D397404-1
David R.,Tebeau,6553842-1
Laurel A.,Alvarez,4972945-2
Jong Rak,Shin,D479493-1
Alan B.,Klick,5005841-1
Ann M.,Bode,7351739-4
Donald E.,Ingber,10047140-1
Martin Edward,Lawlor,8190590-1
Rich,Brown,D416850-3
Ira D.,McCauley,9072290-1
Loran,Caldwell,7401378-2
Ralph R.,Justice,5078862-1
James D.,Briggs,4309981-1
Ty,Rager,9156319-2
Joseph S.,Zelazny,5174455-1
Wilman,Tsai,10056498-3
Nathan,Bales,9400816-4
Mark,Jeffries,10004331-1
En-Ji,Yen,5481949-1
John T.,Pavol,5711469-2
Timothy N.,Estep,4386069-1
Pamela,Robertson,D342784-2
Chui-Shan Teresa,Lam,7225161-1
Chere R.,Conner,D518948-2
Michael T.,Morris,5901596-2
Laurentiu O.,Vlad,9222651-1
Paul,Warner,8943759-1
Yoek-Lin,Armiger,5268374-3
Lawrence H.,Zuckerman,5069000-1
Brian S.,Sorg,6391049-2
John M.,Juston,5050478-1
James F.,Nagy,7300168-1
Emily Anne,Clausing,6860722-2
Douglas W.,Cardozo,4280513-2
Mickey Lee,Fandrich,9269041-4
JoAnn,Kop,5547842-3
Arthur William,Peltier,3987310-1
Gudbjorg H.,Oskarsdottir,6974726-2
Donald C.,"Witt, Jr.",5279450-1
Donald Albert,Leckie,6560608-2
Edward P.,Mikkelsen,5399798-2
Jeremiah J.,O'Callaghan,7267323-1
A. Michael,"Ghere, Jr.",7594619-1
Bobby J.,Wilson,7228261-5
Wayne,DeCasper,4646409-1
Thomas A.,Story,4488729-1
Larry E.,Stout,4536986-1
June Y.,d'Heilly,8038868-2
Mehrnam,Sharif-Bakhtiar,5630571-3
Jeremy Phillip,Wimer,D802678-1
Xiaowen,Liu,7456011-1
Jason B.,Schoon,10134247-2
Stephen Charles,Furbish,6655027-2
Subrat,Mohanty,9729349-5
Ralph Joseph,Thomas,10123870-1
Donn E.,Stephens,4426140-1
Richard Casey,Hart,8402621-5
Terry,Harrison,7616583-3
Devendra,Sharma,D776130-3
Adam L.,Gullickson,9883882-2
Jess Z.,Dolgin,8307042-1
Kimberly L.,Barrett,6394092-1
Wallace A.,Smith,5334903-1
Robert W.,Thede,6412568-1
Timothy S.,Cline,8229269-1
Ralph C.,Warner,5224732-3
James A.,Hronchek,4339649-1
Dick G.,Postma,7733359-2
Stanley,Talago,PP20602-1
Charles D.,Baker,4247483-1
Matthew Wayne,Prater,8358826-2
Carrie Ann,Bittick,9216675-3
Jerry O.,Lorant,5149209-2
Hans J.,Knapp,4414813-1
T.,Torbov,6883443-2
Vijay Kumar,Ramamurthi,10075817-3
Paul W.,White,4353686-2
Carla,Mowers,6856985-2
William M.,Sutton,7367907-1
Orville E.,"Kessinger, Jr.",4216973-1
Michael,O'Sullivan,8809538-6
Jeffrey L.,Showers,5199911-3
Frederick R.,Grochulski,6764588-5
James W.,Barnie,4287483-2
Stephen C.,Pearse,5579555-1
Benjamin,Mohr,8515672-2
Von R.,Dunn,4254463-2
Kuang-Yu,Chiang,6297684-2
Keith L.,Doty,7361192-1
Janice A.,Fritz,5665272-2
Dale M.,Wright,4524620-1
Shao,Yang,6483585-1
John P.,"Gesslein, Jr.",5684867-1
Barry S.,McAuliffe,5673172-4
Jon R.,Resar,9504586-3
Joseph W.,Kusiak,4934288-1
Rumana,Rashid,10106624-4
by Deborah,Switzer,5842299-2
Shane E.,MacGregor,6732934-2
Shannon R.,Bantz,6823539-1
Peter,Gaidarev,6834266-2
Daniel Saeil,Martin,9708079-4
Mark T.,Teaken,7830648-2
Terry M.,Fulmer,5273085-2
John N.,Paulson,6171984-1
Yves,Theriault,6106784-2
Chung-leung,Chan,7468423-3
Yuanmin,Cai,6707962-1
Haydee,De Clippeleir,9670083-4
Adam C.,Port,D411704-1
Jeff,Klaas,6301366-2
Aaron,Kilinski,9773288-2
Wenhao,Qiao,8735795-1
Sarah O.,Choi,9405523-1
Lawrence F.,Taylor,4101048-2
Victor L.,Arrighi,3944316-2
Thomas,Taylor,D381138-1
Pawan Kumar,Aggarwal,4013932-1
Clay,Bradley,9042615-1
Jane,Klein,7110768-3
Karen Eileen,Sotomura,D498429-1
Irena,Wysok,6955211-5
Evan L.,Keesling,4520616-2
Ivan C.,Eltzroth,4473738-2
Kenneth L.,Shelton,5223359-1
Barrett J.,Larson,10004447-2
Karl Benedict,Stappert,7597008-2
James R.,Kerlin,4826467-2
Robert,Vojtila,7541546-1
Walter J.,Bradbury,5002454-3
Matthew Mark,Hazzard,9515877-4
Francis A.,Rowe,5596416-2
Oleg,Arsky,5555407-2
Jeremy R.,Knepper,8597747-2
Thomas D.,Magruder,8788882-6
Anna L.,Benson,D364202-1
Lloyd E.,Martin,D382783-1
Michael L.,Carter,5604186-3
Richard Brian,Drescher,7426654-3
Larry R.,Rose,9274140-1
Gary,Mayer,5222009-2
Xiaohong,Mao,6725048-1
Martin,Richmond,4059101-1
Alfred G.,Zielski,4956117-1
Wu-Bo,Li,5500356-1
Lucinda R.,Hopper,D405254-1
Firouz,Felfeli,9407015-4
Gregory S.,Benson,8818780-2
Michael,Mealey,5758997-1
Andrew L.,Fertig,8408186-1
Carl P.,Clasen,4093153-2
Donald E.,Craig,PP4372-1
Joseph R.,Celaya,5358108-1
J. Frederick,Beck,5022247-1
Edwin R.,Malacki,6526708-2
Amanda,Masotta,9872633-5
Alasdair Arthur,MacDonald,5977400-3
Roberto,Mercado-Torres,4966366-1
Titus S.,Sigler,7044267-1
Lan,Xu,9996409-3
John D.,Tyler,5164249-1
Isaiah U.,Lieberman,9775796-2
Theodore,"Dzus, Jr.",4133142-1
James Taylor,Czarnowksi,8720354-2
Lucas,Magder,9396585-1
Ryan,Linderman,10091909-3
R. Paul,Beam,7166259-1
Constantine,Athanasiou,6517357-2
Timothy A.,Smith,9020689-1
William R.,Goldbach,D350728-1
Everett H.,Pryde,3983067-2
Phillip,Lu,7272235-1
Gerard F.,"Tempest, Jr.",5741416-1
Anthony,Testani,8128549-1
Paul W.,Runquist,4102318-1
Norman R.,Jones,4098231-2
Jason C.,Murphy,6617108-2
Arun Kumar,Jayasingh,9540939-6
Alan J.,MacDonald,8319819-1
Michael James,Benson,6739698-1
Clifford A.,Shillinglaw,3953615-2
Syed,Naqi,7555374-4
Maria Teresa,Zayas,6235336-2
Takeshi,Kamei,8226920-1
Richard J.,Meehan,5377161-1
Dean E.,Norris,4255938-1
Harshavardhan,Takle,7647258-2
Douglas J.,Port,8282297-2
Douglas C.,Heighton,4206897-2
Paola A.,Dwelle,9814862-5
Jeff,Hudgins,8661678-1
Francisco,Magno,7552746-3
Thomas,Ritter,9746165-1
Monica,Rollins,D328859-1
Yingbiao,Xu,6560353-2
Levi S.,Fisher,D537336-1
Sagar A.,Joshi,10085048-2
Kanouni,Mouhcine,6235298-5
Clarence R.,Hurt,6187777-2
James,Mc Clearen,10036344-1
Cecil E.,Land,4078226-2
Carl R.,Harte,9219807-3
Steven A.,Jones,9577697-4
Hon Man,Chan,8909040-2
Howard Yihzan,Wu,8010404-1
Kevork,Cholakian,D307612-1
Jack,Kroll,3990408-1
Russell B.,Brinkman,7668044-1
Bo,Qui,6284862-2
Martin A.,Kurtz,6114869-2
Mark A.,Geiger,5420606-2
Shiho,Wang,4851373-2
Donald F.,Cart,4924719-2
Jason A.,Birdsell,7685008-2
Kris,Zimmerman,8420367-8
Greg,Siwak,7281615-1
Raymond B.,Chow,5306954-2
Mark J.,Finney,5725440-1
Christopher D.,McDemus,D547811-1
John F.,Bateman,4820760-2
Hithesh,Nama,10097329-4
Jinze,Qiu,10069272-3
Thomas,Hooker,5571179-3
Shih Yung,Tong,3997847-1
Raymond G.,Brownstein,3990676-1
David,Quan,6397359-3
Aziz S.,Shaikh,10038109-4
Tommy A.,Eddings,5933213-2
Giovani J.,Gongora,8969833-1
Tom,Pantoni,7927222-1
Jack A.,Huisingh,7097225-1
Thomas T.,Coburn,4948495-1
Dorothy F.,Ford,D401622-1
Matthew J.,Fine,5721711-1
Mary R.,Knupp,4266501-1
Jeffrey S.,Sherman,4979719-1
John,Galinski,9663938-5
Ray Paul,Chamberland,5807418-1
Che,Watkins,D588465-3
Eugene A.,Tsimberg,8166388-5
Julius,Ciric,3950496-1
Jonathan Michael,Levine,5787418-3
Randy F.,Wilkerson,8468648-2
John G.,Cazort,4958706-2
Thomas A.,Campbell,6797478-2
Michael,Hemmer,10095083-3
Leroy M.,Shiraishi,5098641-1
Christopher,Moffatt,7555013-3
Alfred J.,Abraham,8966890-10
Steven M.,Hurley,4936914-1
Geoffrey Richard,Facer,10131958-4
Eric B.,Hudson,4982705-1
Paul J.,Heid,7194124-3
Butch,Benavides,4928212-1
Linda S.,Flosenzier,5352653-1
Jesse,Schmalzle,9793036-7
Paul F.,Greier,5625645-1
Douglas A.,"Hudson, Jr.",5559058-2
Roy A.,Ferguson,4127281-1
Justin,Dubs,10015047-1
Howard A.,Lanier,4236956-2
Jeffery D.,Ramsey,4926081-4
Gwenllyan F.,Slacum,7736847-4
Paul W.,Weiss,9910756-3
Xicheng David,Sun,7820671-11
Joseph,Overly,8956241-1
Peter W.,Baker,D336035-1
Deborah R.,Van Wyck,4931646-2
Christian Robert,Lentz,10036629-4
Michael H.,Enzmann,4441307-1
Clarence J.,Kramer,5577696-1
Yoram Yori,Lavi,7805509-2
Attaullah,Mirza-Baig,7457417-1
Marguerite,Harning,9700580-1
Peter D.,Cutts,9128901-4
J. A.,Peterson,D313274-1
Mark,Bressler,4207630-1
Brian Anthony,Smith,9996743-1
Luc,Garcia,5036671-2
Muh-Ling,Ger,6087701-2
Joao G.,Goncalves,9935893-1
Kelley H.,Tison,7482021-1
Nancy,Banks,5502975-2
Ioannis,Bossis,8137960-2
Sean,King,7759262-1
Brett S.,Pelok,5732721-1
Darrel L.,Yaktine,5677533-1
Richard J.,Tobias,10076313-1
Donald S.,Holmes,6022422-1
Cameron,Mackenzie,8849925-4
Robert,Ahrens,9262536-4
Robert D.,"Hall, Sr.",5358542-2
Wayne,Falk,10124148-1
Alexander F.,Cady,7465693-2
Dorothy S.,Axler,D630819-1
Ted W.,Larson,7506545-1
Roberto A.,Gaxiola,7534933-1
Rodney A.,Benton,9770764-4
Brian E.,Peerce,6355823-1
Steven A.,Keyser,7736494-2
M. Margaret,Withgott,5325444-5
Aaron Samuel,Bernstein,10050879-4
Adam Barrett,Darney,7788201-3
Bradly,Hunter,9408443-1
Jozef,Milewski,7717325-2
Wayne H.,Stark,4063331-2
Hanspeter,Schaub,8205838-2
Charles Robert,Gass,9315977-1
Kathleen J.,Lee,8412531-3
Lawrence M.,Ackner,6901435-2
Jerry R.,Pruyne,4982746-1
James E.,Kline,6445583-1
Roger G.,Eaton,7325344-1
Andrew,Huo,8838873-2
Mark J.,Stauder,5222919-1
Allan R.,Champion,4515636-2
Kim Louise,Fox,8574701-1
Douglas W.,Adams,4807887-2
Ronald L.,Reardon,9604305-10
D. Michael,Pogue,D418857-2
James M,Gessner,10024427-1
Jack,Burton,7980452-1
Richard David,Head,7452537-6
Neil R.,Owen,7621873-1
Weiqiang,Ma,5793804-1
Dan C.,Tate,4120738-1
William F.,"Dudley, Jr.",4066879-2
Bruce J.,Nielsen,5268972-2
Mary A.,Dickey,D312151-1
Dennis Lee,Robinson,8528955-1
Daniel G.,Stafford,5109554-3
Lisa Marie,Runge,7105588-2
Ricky,Huang,6892241-2
Nori Y. C.,Chu,4012232-4
Ming-Ta,King,10047515-1
Joseph Harold,Moore,8549402-1
Ruzhan,Peng,9087457-2
Naba Raj,Paudel,9159851-3
Scott D.,Craig,6935642-1
Joseph Scott,King,9519159-1
Jill Kirsten,MacAlpine,6620929-1
Gary L.,Seiferman,8698691-4
Jeff,Mike,6681793-1
Jeffrey O.,Coleman,4860279-2
Clint,Walton,7798527-1
Donald A.,Chartier,D250451-1
Matthew J.,Clements,10000454-5
Ted A.,Cresswell,7624843-1
Nicholas,Moldovan,4511438-2
Wilbert H.,"Phillips, Jr.",4457089-1
Ian Rex,Binmore,8120497-1
Robert F.,"Eakle, Jr.",5852790-3
Jerry V.,Mayeux,7235270-1
Richard Alan,Forber,8075181-3
Aruna,Sambandam,7067540-20
Brent J.,Gausman,7424943-1
Lasierk,Williams,7252186-3
Gregory G.,Kuelbs,5779303-1
Lisa,Guise-Zawacki,7700592-13
Juerg,Von Kaenel,10049334-3
Yi Liang,Xu,8170962-2
Muhammad Fahad,Alam,9098957-1
Michael A.,Bartalos,D622764-3
Daniel,Svoboda,4592264-1
Roy,Howard,5795617-1
Yogesh,Thakar,7488032-1
Eddy I.,Garcia-Meitin,7084199-2
Eugene O.,"Chacon, Jr.",5437121-1
John R.,Dale,3980985-1
Iyad,Batal,10054043-3
Catherine,Arpey,8678017-1
Warren Derek,Porter,8073769-2
Bryan,Anderson,6719891-6
James A.,"Young, IV",4105973-3
Steven J.,Tricarico,D341366-1
Kedarnath,Benegal,9432944-1
Dennis,Harris,9145974-4
Marvin,Yu,9977019-1
Paul A.,Scheib,D355188-2
David K.,Chan,7374648-4
Mark,Bures,5516647-3
Richard Gordon,Cookson,6155324-2
Paul,Murrell,6365808-1
Gary,Pfeffer,10065760-2
Thomas R.,Nohl,7019448-3
Michael J.,Snodgrass,7585411-2
Arun,Sehgal,9342288-1
Mark R.,Buchanan,10125828-1
Brett Christopher,Walker,6154158-1
Wayne C.,Bates,3949525-1
Paul E.,Digard,5223391-2
Scott D.,Fullmer,D793161-1
Edward G.,Eubanks,8016725-2
Balakrishna T.,Bhat,4962330-3
Willard J.,Fletcher,4016899-1
Salomon Leo,Ehrenreich,5864611-2
Bao,Trinh,7959357-2
Donald E.,"Earwood, Sr.",4679234-1
Nathan A.,"Slye, Jr.",D778544-1
Gregory A.,Hively,8347585-3
David J.,Phillips,5088498-2
Michael M.,Hsu,6947910-1
Anupriya,Sriramulu,9935063-4
Roland D.,Block,6196649-1
Mark R.,Churitch,8388283-3
Antonio,Matalvo,5077691-3
Aruna,Tammana,6418543-3
Richard Kenneth,Haurie,7614161-2
Albert,Parsons,4428556-1
James Warren,Pemrick,9762016-3
Dmitri,Azovtsev,9584601-3
Jerald V.,Dunlap,D270515-1
Ronald D,Gilland,9385356-1
Mark A.,Stettler,6020244-4
Dean,Johanning,10094342-1
Jaclyn,Lucia,D785296-1
Philip,Lin Huang,9132145-2
Stanley M.,Gregerson,4023622-1
H. Ufuk,Alpay,6841309-1
John,Bolembach,5406649-1
Veronica,Tomor,8429836-1
Michael C.,Hildebrandt,5651677-1
Bradley,Lee,7234638-1
